geneid		r		left		right
ENSG00000249055		4		99830688		99830999
ENSG00000239467		2		171627623		171634658
ENSG00000232419		Y		8572513		8573324
ENSG00000253160		8		39167428		39167962
ENSG00000180910		Y		8651351		8685423
ENSG00000234781		2		105104916		105126967
ENSG00000223621		9		5855781		5856426
ENSG00000231626		2		105197279		105198348
ENSG00000263923		4		99850048		99916145
ENSG00000236109		2		105199610		105201812
ENSG00000196115		8		39172110		39274897
ENSG00000235934		2		171672803		171674547
ENSG00000230690		2		105275795		105281295
ENSG00000254266		8		79338338		79470738
ENSG00000225669		2		105294681		105295131
ENSG00000224553		2		172231441		172231788
ENSG00000236294		7		113091127		113091457
ENSG00000228207		Y		8769244		8771317
ENSG00000070785		1		45316450		45452282
ENSG00000241882		3		168006341		168009016
ENSG00000228528		2		105320216		105321967
ENSG00000239353		9		132264269		132275965
ENSG00000226765		3		168384347		168385211
ENSG00000154415		7		113516832		113715975
ENSG00000250205		4		156302194		156302391
ENSG00000227619		9		132337688		132346835
ENSG00000179528		2		74724644		74732192
ENSG00000173357		Y		8774265		8784114
ENSG00000231688		3		168576447		168576918
ENSG00000234177		2		105363096		105374177
ENSG00000242268		3		168621154		168639784
ENSG00000234789		9		132402755		132403561
ENSG00000254936		8		10980891		10983574
ENSG00000213301		2		105387740		105388343
ENSG00000236024		9		132475175		132480914
ENSG00000254556		8		10994408		10996117
ENSG00000250398		4		156304259		156305254
ENSG00000255824		9		132500629		132501902
ENSG00000241383		3		168720862		168723254
ENSG00000203615		4		56277189		56277313
ENSG00000231965		8		11032560		11033079
ENSG00000249247		4		156372769		156373557
ENSG00000163162		2		101887681		101925163
ENSG00000260398		8		79518187		79521940
ENSG00000250821		4		56686169		56703548
ENSG00000249770		4		156373678		156374196
ENSG00000248748		4		156374201		156375955
ENSG00000212951		9		46842616		46844326
ENSG00000233639		2		105424030		105469641
ENSG00000254352		8		79636031		79636371
ENSG00000246422		5		140937878		140944830
ENSG00000248548		4		156376202		156377563
ENSG00000253919		8		79672377		79674666
ENSG00000249127		4		156377790		156378133
ENSG00000243188		3		108044367		108045661
ENSG00000240974		5		140968502		140968709
ENSG00000219604		6		85399010		85399147
ENSG00000115289		2		74732170		74735707
ENSG00000228737		5		140997981		141006048
ENSG00000228290		6		85399143		85419252
ENSG00000234217		9		46912527		46913973
ENSG00000226040		5		141275733		141276254
ENSG00000241634		3		108262214		108262722
ENSG00000269707		2		105469743		105542510
ENSG00000261618		8		79749764		79752757
ENSG00000239587		2		105481865		105483954
ENSG00000241777		3		108444287		108444383
ENSG00000228739		9		6047360		6066714
ENSG00000229743		2		105481955		105489053
ENSG00000105810		7		92234235		92465908
ENSG00000221845		7		47694842		47701246
ENSG00000214886		4		99877133		99877918
ENSG00000224067		9		114565260		114565715
ENSG00000236825		9		46918098		46919049
ENSG00000224509		2		105552869		105654954
ENSG00000231851		2		105713510		105719402
ENSG00000259953		9		114794835		114800010
ENSG00000237274		9		6195934		6197248
ENSG00000249698		4		156378332		156379112
ENSG00000253659		8		80209952		80226706
ENSG00000248420		4		156379113		156379792
ENSG00000253391		8		80432380		80432884
ENSG00000234451		9		46921026		46922100
ENSG00000254099		5		141350202		141362252
ENSG00000226508		2		105760571		105761882
ENSG00000250347		5		141416272		141416690
ENSG00000249386		4		156380022		156380715
ENSG00000157103		3		11034410		11080933
ENSG00000112115		6		52051185		52055436
ENSG00000270076		8		11060474		11061180
ENSG00000235319		2		105940667		105946986
ENSG00000250324		4		57186885		57187500
ENSG00000136273		7		47735328		48019178
ENSG00000236827		8		11105135		11125374
ENSG00000243840		2		105990550		105992540
ENSG00000226098		8		55435339		55435875
ENSG00000225513		9		114935802		114936251
ENSG00000248203		5		102581749		102589220
ENSG00000230081		9		115043258		115043615
ENSG00000238273		2		105992323		105995298
ENSG00000235522		2		106462990		106473633
ENSG00000223394		9		33786526		33786826
ENSG00000230925		9		33909607		33911120
ENSG00000241571		9		46998213		46999491
ENSG00000236627		6		166167677		166189268
ENSG00000213529		9		115124994		115125396
ENSG00000234162		2		106575540		106578462
ENSG00000250567		5		102744642		102748212
ENSG00000240540		8		80483388		80484570
ENSG00000226926		5		102766107		102862319
ENSG00000254142		8		55466921		55474487
ENSG00000233339		2		106795998		106800253
ENSG00000251223		4		156380856		156382389
ENSG00000248907		4		156382785		156383815
ENSG00000213295		2		106863825		106864197
ENSG00000223942		6		166186689		166188674
ENSG00000234276		9		47001334		47001835
ENSG00000251407		4		156384025		156384975
ENSG00000241479		3		169165655		169194840
ENSG00000251540		9		115196096		115246906
ENSG00000250068		9		115344059		115344870
ENSG00000213178		3		169201459		169201868
ENSG00000242795		3		169331298		169341739
ENSG00000224061		2		106869687		106870173
ENSG00000235256		9		47021337		47022699
ENSG00000244381		3		169427083		169427553
ENSG00000226801		9		33968069		33968516
ENSG00000144597		3		15468862		15484120
ENSG00000249328		8		80681607		80783994
ENSG00000270141		3		169482308		169482848
ENSG00000250950		4		120377505		120378432
ENSG00000230353		2		106905259		106905509
ENSG00000269889		3		169487437		169489831
ENSG00000228352		9		34084330		34096223
ENSG00000251244		4		156436879		156438611
ENSG00000269984		3		169494980		169498122
ENSG00000250772		4		120720244		120725670
ENSG00000270135		3		169511283		169511754
ENSG00000233939		2		106921211		106921653
ENSG00000237132		9		47249606		47264801
ENSG00000253499		8		115330629		115331140
ENSG00000270096		3		169512750		169514001
ENSG00000227513		2		106961022		106961889
ENSG00000240128		3		169620768		169622048
ENSG00000230025		Y		8839792		8842136
ENSG00000229682		2		106984665		106985332
ENSG00000253756		8		115803882		115804158
ENSG00000244039		3		169649786		169651017
ENSG00000231988		Y		8898635		8908029
ENSG00000235486		2		106986180		106994703
ENSG00000239219		3		169657141		169684522
ENSG00000227170		8		116521829		116523552
ENSG00000224802		9		34109169		34109966
ENSG00000260244		4		156655600		156658214
ENSG00000240935		2		106998562		107010027
ENSG00000238110		9		90559191		90559938
ENSG00000239392		9		34133155		34134694
ENSG00000169006		2		11798304		11810290
ENSG00000244193		3		169663775		169664542
ENSG00000240373		3		169696324		169703503
ENSG00000233909		9		132553475		132554116
ENSG00000217716		9		90631215		90631708
ENSG00000112116		6		52101479		52109335
ENSG00000249917		8		116962736		117337297
ENSG00000163923		3		186838736		186898696
ENSG00000242583		3		169780032		169780739
ENSG00000229722		6		134927437		134930575
ENSG00000239628		3		170063466		170071749
ENSG00000254608		8		55561553		55782463
ENSG00000242578		3		170128300		170136403
ENSG00000227723		6		134957627		134963633
ENSG00000241416		3		170213416		170214425
ENSG00000250183		4		120858712		120885053
ENSG00000224988		9		132645972		132646449
ENSG00000154781		3		14693271		14714166
ENSG00000213174		3		170371635		170372048
ENSG00000175874		2		101965209		102004057
ENSG00000128573		7		113726382		114333827
ENSG00000236389		6		135027198		135028487
ENSG00000237666		2		107087255		107094125
ENSG00000112232		6		62390139		62996132
ENSG00000226609		9		115511182		115512736
ENSG00000254126		2		107103824		107123396
ENSG00000203513		9		34169687		34169934
ENSG00000253114		8		55608958		55609687
ENSG00000227383		9		34191553		34191879
ENSG00000120709		5		137667624		137685416
ENSG00000251437		4		99897951		99898268
ENSG00000231185		5		141704858		142051566
ENSG00000254205		8		81035087		81039905
ENSG00000249013		4		156927630		156928140
ENSG00000241746		8		81177763		81178390
ENSG00000237947		6		40681150		40683102
ENSG00000251511		4		157507131		157511191
ENSG00000231505		2		107138359		107154535
ENSG00000161912		6		41068761		41108571
ENSG00000175077		3		186915274		186919253
ENSG00000232001		2		107159470		107160753
ENSG00000249479		4		157563732		157564721
ENSG00000203372		9		65467783		65469026
ENSG00000214199		2		107313787		107315132
ENSG00000244738		3		170374351		170379912
ENSG00000253238		8		81178389		81252075
ENSG00000242083		4		57222301		57223098
ENSG00000239739		3		170458140		170459154
ENSG00000132182		3		13357737		13461809
ENSG00000240704		3		170670639		170671686
ENSG00000269921		4		57253791		57254319
ENSG00000238250		2		107439379		107441487
ENSG00000239315		8		11113529		11114112
ENSG00000216523		6		85676115		85676343
ENSG00000254160		8		1196789		1198760
ENSG00000227294		2		107450920		107457663
ENSG00000220291		6		85865385		85877467
ENSG00000228507		2		172347932		172348441
ENSG00000240497		3		171185873		171187422
ENSG00000242358		4		16257931		16258178
ENSG00000229360		2		107557336		107557938
ENSG00000234061		2		172349415		172349605
ENSG00000113621		5		134209493		134237215
ENSG00000234594		3		171252212		171252404
ENSG00000226905		2		107579649		107580130
ENSG00000127241		3		186935942		187009810
ENSG00000229457		2		107871147		107982329
ENSG00000233762		2		172373749		172374232
ENSG00000213117		6		135219012		135219897
ENSG00000234717		3		171594142		171618530
ENSG00000235943		3		171612226		171613030
ENSG00000233934		2		172443603		172443769
ENSG00000225588		2		107978738		108023785
ENSG00000237483		3		171943218		171943662
ENSG00000239314		3		108820303		108829189
ENSG00000240056		6		135262530		135263588
ENSG00000228389		2		172629992		172632354
ENSG00000241224		3		108855561		108868973
ENSG00000236651		2		172967734		172974710
ENSG00000196460		2		102013823		102091165
ENSG00000237880		2		108002088		108159105
ENSG00000232555		2		173180015		173188465
ENSG00000224568		2		108145943		108172782
ENSG00000115085		2		98330023		98356325
ENSG00000226963		2		173292502		173293331
ENSG00000248757		5		102865377		102877686
ENSG00000230684		9		132695815		132698820
ENSG00000232991		2		108370568		108438585
ENSG00000232788		2		173328990		173330750
ENSG00000228932		9		132891870		132895515
ENSG00000230651		2		108439519		108443347
ENSG00000225205		2		173345568		173421324
ENSG00000223414		6		166322290		166401536
ENSG00000232172		9		133527186		133527770
ENSG00000232876		6		135376171		135381688
ENSG00000236703		6		135516221		135517133
ENSG00000224797		9		133600173		133600437
ENSG00000213830		5		68609198		68609699
ENSG00000230104		2		173538940		173539626
ENSG00000215006		5		68629756		68630076
ENSG00000228016		2		173541869		173600934
ENSG00000244717		5		68765710		68765963
ENSG00000225385		9		90681448		90682953
ENSG00000178922		1		43916824		43919660
ENSG00000236658		9		133809238		133820907
ENSG00000248522		8		56362069		56367699
ENSG00000131386		3		16216156		16273499
ENSG00000249295		5		68773299		68798293
ENSG00000232292		2		173758491		173759111
ENSG00000248477		5		68902926		68919876
ENSG00000238133		2		174031174		174146764
ENSG00000251026		5		103415612		103441104
ENSG00000250392		4		120860695		120885376
ENSG00000251574		5		103718999		104728671
ENSG00000177910		9		90744220		90753361
ENSG00000231735		2		174162357		174163240
ENSG00000250138		5		68927790		68932312
ENSG00000243322		2		174202947		174203189
ENSG00000236391		2		174203068		174220936
ENSG00000225147		5		141946265		141946641
ENSG00000213148		2		174296077		174296540
ENSG00000253640		8		1244292		1250829
ENSG00000216624		6		166477779		166478788
ENSG00000236832		2		174342724		174343128
ENSG00000248851		4		16309079		16309790
ENSG00000226131		2		174350593		174351090
ENSG00000249506		4		16362462		16398946
ENSG00000270147		4		57262478		57263037
ENSG00000249316		8		11138873		11140010
ENSG00000261757		5		142083347		142084986
ENSG00000237016		2		174439838		174441069
ENSG00000270109		4		57330324		57330745
ENSG00000236714		5		142125165		142140563
ENSG00000246477		8		11173374		11182938
ENSG00000260721		8		1316808		1317999
ENSG00000248590		4		57459170		57461847
ENSG00000253267		8		1513675		1570583
ENSG00000237617		2		174570676		174570876
ENSG00000234415		2		174736381		174737193
ENSG00000001036		6		143816614		143832827
ENSG00000224638		2		174745593		174764156
ENSG00000260868		2		174890008		174891891
ENSG00000154316		8		11197146		11225961
ENSG00000235414		2		174907736		174908608
ENSG00000248138		4		16402053		16513810
ENSG00000227180		2		175164052		175165684
ENSG00000236686		3		172143640		172144879
ENSG00000237804		2		175174743		175175702
ENSG00000224611		3		172240018		172240234
ENSG00000231453		2		175190755		175195371
ENSG00000203512		9		34195642		34195883
ENSG00000223387		3		172278678		172313397
ENSG00000253825		4		120956188		120961770
ENSG00000203511		9		34201271		34201513
ENSG00000250938		4		120988113		121337921
ENSG00000226853		2		175352117		175353028
ENSG00000224426		3		172321230		172321796
ENSG00000179997		2		175366680		175367043
ENSG00000231384		3		172398504		172399014
ENSG00000236449		2		175411869		175639555
ENSG00000227440		3		172546526		172546966
ENSG00000261364		3		108895285		108896212
ENSG00000214381		3		108897012		108904104
ENSG00000233668		9		34223982		34224626
ENSG00000254357		8		56429799		56433536
ENSG00000237501		3		172548771		172549019
ENSG00000237798		2		175439955		175452454
ENSG00000229207		9		34318405		34319653
ENSG00000249998		4		16974898		17075526
ENSG00000237473		3		172871527		173054755
ENSG00000235655		2		175584505		175585526
ENSG00000239288		3		108960354		108961972
ENSG00000254265		8		1678372		1679618
ENSG00000253151		8		56438745		56446511
ENSG00000237645		3		173362021		173362501
ENSG00000241257		3		109082894		109083081
ENSG00000230729		9		34521525		34524239
ENSG00000236986		9		134008252		134042892
ENSG00000244561		3		109115463		109116717
ENSG00000232983		9		34546522		34546994
ENSG00000237104		2		175647774		175652656
ENSG00000251212		4		17063501		17063788
ENSG00000254325		8		56806154		56808298
ENSG00000230618		3		109128525		109128931
ENSG00000237159		9		34568013		34582827
ENSG00000227187		2		175898506		175898920
ENSG00000228980		3		109128837		109214014
ENSG00000216902		6		85967046		85967412
ENSG00000229750		2		176032632		176033250
ENSG00000253982		8		1710156		1712668
ENSG00000217060		6		85995794		86000567
ENSG00000225399		3		49297518		49298744
ENSG00000233131		2		176048943		176049335
ENSG00000229066		2		176121978		176319368
ENSG00000241250		4		57576226		57576780
ENSG00000250819		4		17173380		17187682
ENSG00000244196		3		109190176		109190659
ENSG00000223976		2		176707615		176708030
ENSG00000172432		6		43573053		43596899
ENSG00000242029		3		109366954		109529708
ENSG00000188315		3		49306035		49315342
ENSG00000235047		2		176762064		176768960
ENSG00000005981		7		95107756		95169544
ENSG00000229779		2		176769099		176770230
ENSG00000215278		4		17429319		17429897
ENSG00000236814		8		56962597		56963766
ENSG00000214380		3		109634823		109635787
ENSG00000126107		1		45468212		45477001
ENSG00000213211		6		85997507		85998725
ENSG00000249488		4		17553740		17554375
ENSG00000250219		4		121012201		121013437
ENSG00000243945		3		109696387		109696614
ENSG00000234155		6		86096937		86099904
ENSG00000240895		3		110246329		110248429
ENSG00000205413		7		92728829		92747336
ENSG00000225665		4		121263211		121263802
ENSG00000253696		8		1919563		1924610
ENSG00000184106		6		41176292		41190382
ENSG00000249502		4		17589090		17616194
ENSG00000244722		3		110401133		110402001
ENSG00000242242		3		110612555		110790400
ENSG00000253603		8		56987151		56987833
ENSG00000253764		8		1920736		1922803
ENSG00000226272		5		142239169		142248487
ENSG00000248578		8		57013758		57014826
ENSG00000146072		6		47199268		47277641
ENSG00000224374		6		135581134		135582071
ENSG00000234084		6		135622706		135628296
ENSG00000254360		4		17632547		17634062
ENSG00000216439		6		86136375		86136843
ENSG00000225690		6		41215107		41217387
ENSG00000241177		3		111011566		111261149
